candidate_id,pattern_name,description,params,hold_days,split_count,train_sharpe,train_cagr,train_mdd,oos_sharpe,oos_cagr,oos_mdd,oos_avg_return,oos_hit_rate,oos_turnover,oos_num_trades,oos_consistency,train_range,test_range,market_filter_status,oos_short_avg_return,oos_long_avg_return,oos_short_hit_rate,oos_long_hit_rate,oos_short_long_return_gap,oos_short_long_hit_gap,oos_split_avg_return_std,oos_split_hit_rate_std,oos_patience_run,oos_patience_run_ratio,oos_ewma_return,oos_split_mdd,score
"ma_pullback|fast=20,pullback_pct=-0.05,slow=60|hold=10",ma_pullback,Trend pullback continuation,"{""fast"": 20, ""pullback_pct"": -0.05, ""slow"": 60}",10,2,0.17835411216288888,-0.09446180341614746,-0.9997427037519768,-0.6826095243854625,-0.48664494244522044,-0.9615926832152517,-0.0025892190088993004,0.4290120858716828,0.06506879239612948,25530.0,0.5,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.0025892190088993004,-0.0025892190088993004,0.4290120858716828,0.4290120858716828,0.0,0.0,0.004910263603842785,0.016200589694693904,1,0.5,-0.0014318587783357247,0.0,-0.7685048056102173
"ma_pullback|fast=20,pullback_pct=-0.05,slow=60|hold=5",ma_pullback,Trend pullback continuation,"{""fast"": 20, ""pullback_pct"": -0.05, ""slow"": 60}",5,2,-0.563937339055121,-0.3527191074908912,-0.9970666662459208,-0.8953830668982334,-0.41047814331443594,-0.8797192493882097,-0.001562426920405992,0.4415615273160917,0.06581872849019901,25824.5,0.5,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.001562426920405992,-0.001562426920405992,0.4415615273160917,0.4415615273160917,0.0,0.0,0.0024530211526066137,0.009230182350842296,1,0.5,-0.0009842442899385998,0.0,-0.7994177874833868
"ma_pullback|fast=20,pullback_pct=-0.05,slow=120|hold=10",ma_pullback,Trend pullback continuation,"{""fast"": 20, ""pullback_pct"": -0.05, ""slow"": 120}",10,2,0.07842046647747297,-0.1704009691810887,-0.9998805759804766,-0.8546942662765147,-0.5363237596856749,-0.9501158477727256,-0.0021178932848931855,0.4346910345174073,0.08855391010773606,34738.5,0.5,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.0021178932848931855,-0.0021178932848931855,0.4346910345174073,0.4346910345174073,0.0,0.0,0.0033944817988086655,0.012662133200732352,1,0.5,-0.0013178062520425465,0.0,-0.8262713577790786
"ma_pullback|fast=20,pullback_pct=-0.03,slow=60|hold=5",ma_pullback,Trend pullback continuation,"{""fast"": 20, ""pullback_pct"": -0.03, ""slow"": 60}",5,2,-0.4594060025047626,-0.3017125766700205,-0.9957209068780282,-0.9697838300511703,-0.4121937863930829,-0.8587649444919001,-0.0017170602941960942,0.44082432996203913,0.07720663281211035,30294.0,0.5,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.0017170602941960942,-0.0017170602941960942,0.44082432996203913,0.44082432996203913,0.0,0.0,0.0024463935937304817,0.009917742158308953,1,0.5,-0.0011404397943367104,0.0,-0.8412186903562673
"ma_pullback|fast=20,pullback_pct=-0.04,slow=60|hold=10",ma_pullback,Trend pullback continuation,"{""fast"": 20, ""pullback_pct"": -0.04, ""slow"": 60}",10,2,0.21812160943495218,-0.06131234345768116,-0.9997290790681138,-0.8083827315579789,-0.5106526539048961,-0.9570080666400922,-0.0029893004682804867,0.42724516294518367,0.07156868796448701,28081.0,0.5,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.0029893004682804867,-0.0029893004682804867,0.42724516294518367,0.42724516294518367,0.0,0.0,0.005030980372537376,0.017047182037856264,1,0.5,-0.0018034870224679532,0.0,-0.8537443414735049
"ma_pullback|fast=20,pullback_pct=-0.04,slow=60|hold=5",ma_pullback,Trend pullback continuation,"{""fast"": 20, ""pullback_pct"": -0.04, ""slow"": 60}",5,2,-0.4730234696169091,-0.31230578944535636,-0.9959328909399037,-0.9907650241758227,-0.42531378364687633,-0.8694682965926246,-0.0016959601298780812,0.44180591202267505,0.07239876365404757,28407.0,0.5,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.0016959601298780812,-0.0016959601298780812,0.44180591202267505,0.44180591202267505,0.0,0.0,0.0024543586040426963,0.00994352965488717,1,0.5,-0.0011174622590840349,0.0,-0.8546698286804086
"ma_pullback|fast=20,pullback_pct=-0.03,slow=120|hold=10",ma_pullback,Trend pullback continuation,"{""fast"": 20, ""pullback_pct"": -0.03, ""slow"": 120}",10,2,0.11081005598442398,-0.14262007430869744,-0.9998590825562444,-0.8935756298332533,-0.5272161471014409,-0.9440242942373738,-0.002372706689379963,0.43180595456029436,0.09944146996109532,39010.0,0.5,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.002372706689379963,-0.002372706689379963,0.43180595456029436,0.43180595456029436,0.0,0.0,0.0035292487981557308,0.013737129567062004,1,0.5,-0.0015408547701564997,0.0,-0.8576734255243887
"ma_pullback|fast=20,pullback_pct=-0.03,slow=60|hold=10",ma_pullback,Trend pullback continuation,"{""fast"": 20, ""pullback_pct"": -0.03, ""slow"": 60}",10,2,0.24195220053341165,-0.04382573191096817,-0.999702337028956,-0.8174122469113667,-0.5010492355740481,-0.9505596395755642,-0.0030554779377260652,0.4265193785582829,0.07631043007132526,29942.0,0.5,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.0030554779377260652,-0.0030554779377260652,0.4265193785582829,0.4265193785582829,0.0,0.0,0.0051421358952328244,0.018252232295130684,1,0.5,-0.0018434648839587694,0.0,-0.8608571221565138
"ma_pullback|fast=20,pullback_pct=-0.04,slow=120|hold=10",ma_pullback,Trend pullback continuation,"{""fast"": 20, ""pullback_pct"": -0.04, ""slow"": 120}",10,2,0.08925637232743658,-0.15782536241449435,-0.9998705316722143,-0.920998640980562,-0.5420285344818285,-0.9483960544705787,-0.002327058546289218,0.4330196703304341,0.09519859936904583,37345.5,0.5,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.002327058546289218,-0.002327058546289218,0.4330196703304341,0.4330196703304341,0.0,0.0,0.003505590798460548,0.013369456212627303,1,0.5,-0.001500782871070346,0.0,-0.871786515993128
"donchian_volume_breakout|lookback=40,volume_mult=1.1,volume_window=20|hold=10",donchian_volume_breakout,Donchian breakout with volume confirmation,"{""lookback"": 40, ""volume_mult"": 1.1, ""volume_window"": 20}",10,2,0.7366679827268424,0.5173543362087789,-0.9995233903146029,-0.8268338506782431,-0.503815716889587,-0.954644088162361,-0.0033335643847957463,0.4228183163256828,0.018958902251982643,7438.5,0.5,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.0033335643847957463,-0.0033335643847957463,0.4228183163256828,0.4228183163256828,0.0,0.0,0.00495213122520725,0.011323060070676664,1,0.5,-0.0021663358612391825,0.0,-0.8762835275575263
"ma_pullback|fast=10,pullback_pct=-0.05,slow=120|hold=5",ma_pullback,Trend pullback continuation,"{""fast"": 10, ""pullback_pct"": -0.05, ""slow"": 120}",5,2,-0.38444245228849044,-0.3064314231642797,-0.9957199395837454,-1.1091381726617737,-0.45985436261259643,-0.8882098843264374,-0.000988003596867633,0.44416918099140407,0.08142489182752256,31942.0,0.5,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.000988003596867633,-0.000988003596867633,0.44416918099140407,0.44416918099140407,0.0,0.0,0.0018174063320520034,0.006538604782614281,1,0.5,-0.0005596368163458523,0.0,-0.8897726732408104
"ma_pullback|fast=10,pullback_pct=-0.04,slow=120|hold=5",ma_pullback,Trend pullback continuation,"{""fast"": 10, ""pullback_pct"": -0.04, ""slow"": 120}",5,2,-0.39318090947747225,-0.2967202827721496,-0.9958324956775736,-1.126936362891626,-0.4515282267059082,-0.8780996421686984,-0.0010451582430555865,0.44417500130877036,0.09564284690009478,37520.0,0.5,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.0010451582430555865,-0.0010451582430555865,0.44417500130877036,0.44417500130877036,0.0,0.0,0.0016946164988381027,0.00570138184007763,1,0.5,-0.0006457333037759107,0.0,-0.8980924048431733
"bb_width_breakout|band_k=1.8,lookback=20,width_q=0.15|hold=10",bb_width_breakout,Volatility contraction breakout,"{""band_k"": 1.8, ""lookback"": 20, ""width_q"": 0.15}",10,2,0.12661370133563513,-0.3585701755205251,-0.9999729302597469,-1.1886365446755645,-0.8455230002475043,-0.9899074524932465,8.52427746234869e-05,0.4408236441856609,0.006407886615292535,2515.0,0.5,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,8.52427746234869e-05,8.52427746234869e-05,0.4408236441856609,0.4408236441856609,0.0,0.0,0.0017517931000659976,0.02530784494794182,1,0.5,-0.00032765881880733675,-0.0011534620056690148,-0.9153351827105927
"donchian_volume_breakout|lookback=20,volume_mult=1.4,volume_window=20|hold=10",donchian_volume_breakout,Donchian breakout with volume confirmation,"{""lookback"": 20, ""volume_mult"": 1.4, ""volume_window"": 20}",10,2,1.1217921922424114,1.0788286937277904,-0.997898158920576,-0.7336485140758162,-0.6021968780124665,-0.967595329870012,-0.003062837934127416,0.42093876219968346,0.025367498067235275,9954.0,0.0,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.003062837934127416,-0.003062837934127416,0.42093876219968346,0.42093876219968346,0.0,0.0,0.0022564417256061295,0.000934104709323023,2,1.0,-0.0025309895189512934,-0.00146729268859902,-1.1404834498303598
